Nombre_Empleado,Apellido_Empleado,Nombre_Completo,ID_Empleado,Año,Proyecto,Calidad,Satisfacción,Productividad,Trabajo en equipo,Reclamaciones
DAMIR,CHAVEZ,DAMIR CHAVEZ,1918,2022,Vatro,10.63,0.54,0.48,0.91,43 Reclamaciones
DANGELO,RAMOS,DANGELO RAMOS,1919,2022,InnovaTech,26.21,0.64,0.58,0.81,60 Reclamaciones
CANAAN,RUIZ,CANAAN RUIZ,1920,2022,CyberSafe,22.37,0.6,0.5,0.92,11 Reclamaciones
DION,MENDOZA,DION MENDOZA,1921,2022,SmartNet,13.50,0.51,0.76,0.72,15 Reclamaciones
JABARI,ALVAREZ,JABARI ALVAREZ,1922,2022,CloudConnect,12.85,0.57,0.73,0.88,5 Reclamaciones
SALVATORE,JIMENEZ,SALVATORE JIMENEZ,1923,2022,Vatro,13.61,0.61,0.58,0.74,88 Reclamaciones
KODY,CASTILLO,KODY CASTILLO,1924,2022,CyberSafe,24.61,0.71,0.21,0.78,35 Reclamaciones
HAKEEM,VASQUEZ,HAKEEM VASQUEZ,1925,2022,CyberSafe,24.50,0.8,0.7,0.95,60 Reclamaciones
TRUETT,ROMERO,TRUETT ROMERO,1926,2022,CloudConnect,23.59,0.65,0.49,0.82,53 Reclamaciones
GERALD,MORENO,GERALD MORENO,1927,2022,SmartNet,21.55,0.53,0.32,0.89,23 Reclamaciones
GORDON,GONZALES,GORDON GONZALES,1928,2022,AIBoost,13.93,0.57,0.78,0.97,8 Reclamaciones
JOVANNI,HERRERA,JOVANNI HERRERA,1929,2022,JustVDB,14.70,0.7,0.62,0.66,16 Reclamaciones
KAMDYN,AGUILAR,KAMDYN AGUILAR,1930,2022,Vatro,21.63,0.75,0.25,0.91,82 Reclamaciones
ALISTAIR,MEDINA,ALISTAIR MEDINA,1931,2022,AIBoost,23.19,0.55,0.54,0.77,0 Reclamaciones
CILLIAN,VARGAS,CILLIAN VARGAS,1932,2022,Vatro,20.03,0.61,0.58,0.88,73 Reclamaciones
FOSTER,CASTRO,FOSTER CASTRO,1933,2022,CyberSafe,8.19,0.71,0.85,0.65,40 Reclamaciones
TERRANCE,GUZMAN,TERRANCE GUZMAN,1934,2022,Vatro,13.62,0.54,0.46,0.65,73 Reclamaciones
ZYAIR,MENDEZ,ZYAIR MENDEZ,1935,2022,InnovaTech,23.52,0.58,0.74,0.7,26 Reclamaciones
CEDRIC,FERNANDEZ,CEDRIC FERNANDEZ,1936,2022,SmartNet,8.26,0.8,0.43,0.77,78 Reclamaciones
ROME,MUNOZ,ROME MUNOZ,1937,2022,CloudConnect,9.74,0.72,0.61,0.65,40 Reclamaciones
ABNER,SALAZAR,ABNER SALAZAR,1938,2022,JustVDB,22.36,0.55,0.39,0.83,77 Reclamaciones
COLTER,GARZA,COLTER GARZA,1939,2022,CloudConnect,14.08,0.54,0.36,0.72,91 Reclamaciones
DAYTON,SOTO,DAYTON SOTO,1940,2022,InnovaTech,21.75,0.78,0.69,0.98,76 Reclamaciones
JAD,VAZQUEZ,JAD VAZQUEZ,1941,2022,JustVDB,21.90,0.57,0.21,0.8,27 Reclamaciones
XZAVIER,ALVARADO,XZAVIER ALVARADO,1942,2022,Vatro,12.81,0.68,0.44,0.88,60 Reclamaciones
RENE,CONTRERAS,RENE CONTRERAS,1943,2022,JustVDB,22.79,0.58,0.89,0.86,63 Reclamaciones
VANCE,DELGADO,VANCE DELGADO,1944,2022,CyberSafe,24.07,0.55,0.66,0.79,22 Reclamaciones
DUNCAN,PENA,DUNCAN PENA,1945,2022,JustVDB,12.24,0.6,0.71,0.77,68 Reclamaciones
BISHOP,RIOS,BISHOP RIOS,1946,2022,AIBoost,22.97,0.58,0.2,0.86,74 Reclamaciones
DAVIAN,GUERRERO,DAVIAN GUERRERO,1947,2022,Vatro,22.13,0.7,0.54,0.84,97 Reclamaciones
EVEREST,SANDOVAL,EVEREST SANDOVAL,1948,2022,InnovaTech,21.60,0.62,0.76,0.94,93 Reclamaciones
HEATH,ORTEGA,HEATH ORTEGA,1949,2022,CloudConnect,14.86,0.72,0.39,0.98,2 Reclamaciones
JAXEN,ESTRADA,JAXEN ESTRADA,1950,2022,AIBoost,24.76,0.56,0.68,0.7,41 Reclamaciones
MARLON,NUNEZ,MARLON NUNEZ,1951,2022,CyberSafe,27.40,0.7,0.49,0.95,59 Reclamaciones
MAXTON,MALDONADO,MAXTON MALDONADO,1952,2022,CloudConnect,13.70,0.7,0.64,0.74,83 Reclamaciones
REGINALD,DOMINGUEZ,REGINALD DOMINGUEZ,1953,2022,InnovaTech,20.52,0.53,0.57,0.94,81 Reclamaciones
HARRIS,VALDEZ,HARRIS VALDEZ,1954,2022,CyberSafe,21.26,0.54,0.43,0.79,22 Reclamaciones
JERICHO,VEGA,JERICHO VEGA,1955,2022,Vatro,20.22,0.71,0.27,0.72,90 Reclamaciones
KEENAN,SANTIAGO,KEENAN SANTIAGO,1956,2022,Vatro,21.62,0.54,0.47,0.75,70 Reclamaciones
KORBYN,ESPINOZA,KORBYN ESPINOZA,1957,2022,CyberSafe,27.68,0.59,0.49,0.83,19 Reclamaciones
WES,ROJAS,WES ROJAS,1958,2022,JustVDB,13.40,0.5,0.9,0.72,42 Reclamaciones
ELIEZER,SILVA,ELIEZER SILVA,1959,2022,SmartNet,22.70,0.71,0.9,0.96,21 Reclamaciones
JEFFERY,MEJIA,JEFFERY MEJIA,1960,2022,CyberSafe,14.17,0.66,0.6,0.68,15 Reclamaciones
KALEL,MARQUEZ,KALEL MARQUEZ,1961,2022,SmartNet,8.16,0.79,0.88,0.78,15 Reclamaciones
KYLIAN,JUAREZ,KYLIAN JUAREZ,1962,2022,CloudConnect,22.42,0.56,0.36,0.73,15 Reclamaciones
TURNER,PADILLA,TURNER PADILLA,1963,2022,CloudConnect,21.00,0.79,0.71,0.99,22 Reclamaciones
WILLIE,LUNA,WILLIE LUNA,1964,2022,SmartNet,21.01,0.75,0.51,0.98,79 Reclamaciones
ROGELIO,ACOSTA,ROGELIO ACOSTA,1965,2022,AIBoost,11.57,0.71,0.7,0.68,24 Reclamaciones
EPHRAIM,FIGUEROA,EPHRAIM FIGUEROA,1966,2022,InnovaTech,27.92,0.6,0.24,0.87,97 Reclamaciones
OLIVIA,CORTEZ,OLIVIA CORTEZ,1967,2022,AIBoost,27.88,0.53,0.42,0.68,36 Reclamaciones
EMMA,AVILA,EMMA AVILA,1968,2022,JustVDB,12.78,0.52,0.67,0.83,26 Reclamaciones
AVA,NAVARRO,AVA NAVARRO,1969,2022,CloudConnect,14.39,0.6,0.38,0.99,80 Reclamaciones
CHARLOTTE,MOLINA,CHARLOTTE MOLINA,1970,2022,InnovaTech,20.64,0.52,0.9,0.99,49 Reclamaciones
SOPHIA,AYALA,SOPHIA AYALA,1971,2022,JustVDB,21.20,0.77,0.29,0.85,81 Reclamaciones
AMELIA,CAMPOS,AMELIA CAMPOS,1972,2022,InnovaTech,26.07,0.66,0.79,0.88,79 Reclamaciones
ISABELLA,SANTOS,ISABELLA SANTOS,1973,2022,CloudConnect,21.32,0.54,0.47,0.95,92 Reclamaciones
MIA,CARRILLO,MIA CARRILLO,1974,2022,InnovaTech,8.62,0.77,0.75,0.83,0 Reclamaciones
EVELYN,CERVANTES,EVELYN CERVANTES,1975,2022,CloudConnect,27.65,0.72,0.87,0.99,54 Reclamaciones
HARPER,DURAN,HARPER DURAN,1976,2022,CyberSafe,14.53,0.72,0.54,0.83,87 Reclamaciones
CAMILA,LARA,CAMILA LARA,1977,2022,Vatro,24.15,0.56,0.42,0.8,96 Reclamaciones
GIANNA,CABRERA,GIANNA CABRERA,1978,2022,CloudConnect,11.00,0.74,0.43,0.74,39 Reclamaciones
ABIGAIL,SOLIS,ABIGAIL SOLIS,1979,2022,SmartNet,13.75,0.68,0.55,0.78,15 Reclamaciones
LUNA,MIRANDA,LUNA MIRANDA,1980,2022,CloudConnect,19.83,0.67,0.74,0.82,49 Reclamaciones
ELLA,ROBLES,ELLA ROBLES,1981,2022,Vatro,20.23,0.6,0.81,0.66,41 Reclamaciones
ELIZABETH,FUENTES,ELIZABETH FUENTES,1982,2022,AIBoost,21.68,0.51,0.29,0.66,81 Reclamaciones
SOFIA,SALINAS,SOFIA SALINAS,1983,2022,CloudConnect,23.70,0.54,0.87,0.65,29 Reclamaciones
EMILY,VELASQUEZ,EMILY VELASQUEZ,1984,2022,InnovaTech,22.61,0.56,0.78,0.66,34 Reclamaciones
MILA,OCHOA,MILA OCHOA,1985,2022,InnovaTech,21.57,0.79,0.59,0.97,37 Reclamaciones
SCARLETT,AGUIRRE,SCARLETT AGUIRRE,1986,2022,SmartNet,8.69,0.76,0.58,0.7,7 Reclamaciones
ELEANOR,LEON,ELEANOR LEON,1987,2022,CloudConnect,9.52,0.56,0.7,0.9,40 Reclamaciones
MADISON,CARDENAS,MADISON CARDENAS,1988,2022,CloudConnect,27.73,0.64,0.55,0.8,13 Reclamaciones
LAYLA,DELEON,LAYLA DELEON,1989,2022,Vatro,14.32,0.65,0.56,0.77,8 Reclamaciones
ARIA,RIVAS,ARIA RIVAS,1990,2022,JustVDB,8.81,0.76,0.84,0.66,64 Reclamaciones
CHLOE,CALDERON,CHLOE CALDERON,1991,2022,AIBoost,20.70,0.64,0.3,0.84,91 Reclamaciones
GRACE,ROSALES,GRACE ROSALES,1992,2022,Vatro,28.48,0.61,0.39,0.8,32 Reclamaciones
ELLIE,SERRANO,ELLIE SERRANO,1993,2022,JustVDB,14.42,0.73,0.73,0.68,51 Reclamaciones
NORA,CASTANEDA,NORA CASTANEDA,1994,2022,CyberSafe,24.14,0.58,0.82,0.92,42 Reclamaciones
HAZEL,TRUJILLO,HAZEL TRUJILLO,1995,2022,JustVDB,11.02,0.67,0.62,0.98,76 Reclamaciones
ZOEY,MONTOYA,ZOEY MONTOYA,1996,2022,AIBoost,23.59,0.78,0.73,0.66,48 Reclamaciones
VICTORIA,PACHECO,VICTORIA PACHECO,1997,2022,CloudConnect,24.99,0.68,0.23,0.75,57 Reclamaciones
LILY,OROZCO,LILY OROZCO,1998,2022,JustVDB,26.91,0.63,0.68,0.95,21 Reclamaciones
VIOLET,IBARRA,VIOLET IBARRA,1999,2022,CyberSafe,22.27,0.76,0.86,0.74,91 Reclamaciones
HANNAH,VALENCIA,HANNAH VALENCIA,2000,2022,CyberSafe,24.53,0.71,0.39,0.66,15 Reclamaciones
EMILIA,GALLEGOS,EMILIA GALLEGOS,2001,2022,SmartNet,8.49,0.55,0.64,0.95,21 Reclamaciones
ZOE,VELAZQUEZ,ZOE VELAZQUEZ,2002,2022,AIBoost,10.23,0.7,0.71,0.78,52 Reclamaciones
STELLA,CAMACHO,STELLA CAMACHO,2003,2022,CloudConnect,20.02,0.53,0.61,0.96,70 Reclamaciones
EVERLY,GUERRA,EVERLY GUERRA,2004,2022,Vatro,22.45,0.54,0.9,0.72,27 Reclamaciones
ISLA,COLON,ISLA COLON,2005,2022,InnovaTech,14.47,0.66,0.72,0.84,70 Reclamaciones
LEAH,ESCOBAR,LEAH ESCOBAR,2006,2022,InnovaTech,22.06,0.62,0.84,0.85,48 Reclamaciones
LILLIAN,SUAREZ,LILLIAN SUAREZ,2007,2022,Vatro,7.22,0.7,0.23,0.86,62 Reclamaciones
ADDISON,SALAS,ADDISON SALAS,2008,2022,Vatro,23.81,0.65,0.87,0.95,71 Reclamaciones
WILLOW,SMITH,WILLOW SMITH,2009,2022,InnovaTech,13.37,0.62,0.23,0.96,14 Reclamaciones
LUCY,MACIAS,LUCY MACIAS,2010,2022,CloudConnect,21.80,0.75,0.47,0.67,99 Reclamaciones
PAISLEY,VILLARREAL,PAISLEY VILLARREAL,2011,2022,Vatro,22.87,0.52,0.63,0.72,0 Reclamaciones
NATALIE,BARRERA,NATALIE BARRERA,2012,2022,JustVDB,13.54,0.69,0.43,0.98,47 Reclamaciones
NAOMI,FRANCO,NAOMI FRANCO,2013,2022,InnovaTech,22.63,0.63,0.73,0.96,37 Reclamaciones
ELIANA,ZAMORA,ELIANA ZAMORA,2014,2022,Vatro,23.51,0.77,0.36,0.66,52 Reclamaciones
BROOKLYN,DELACRUZ,BROOKLYN DELACRUZ,2015,2022,AIBoost,12.56,0.64,0.64,0.83,38 Reclamaciones
ELENA,SANTANA,ELENA SANTANA,2016,2022,SmartNet,21.97,0.74,0.59,0.86,22 Reclamaciones
AUBREY,ROMAN,AUBREY ROMAN,2017,2022,InnovaTech,20.68,0.8,0.24,0.88,83 Reclamaciones
CLAIRE,PINEDA,CLAIRE PINEDA,2018,2022,AIBoost,22.92,0.57,0.5,0.69,21 Reclamaciones
IVY,TREVINO,IVY TREVINO,2019,2022,InnovaTech,21.53,0.68,0.78,0.66,100 Reclamaciones
KINSLEY,RANGEL,KINSLEY RANGEL,2020,2022,InnovaTech,12.93,0.66,0.37,0.94,98 Reclamaciones
AUDREY,ARIAS,AUDREY ARIAS,2021,2022,CyberSafe,20.79,0.68,0.88,0.77,21 Reclamaciones
MAYA,LOZANO,MAYA LOZANO,2022,2022,CyberSafe,24.76,0.77,0.38,0.9,44 Reclamaciones
SKYLAR,ZUNIGA,SKYLAR ZUNIGA,2023,2022,AIBoost,21.02,0.71,0.25,0.8,74 Reclamaciones
BELLA,MERCADO,BELLA MERCADO,2024,2022,SmartNet,7.79,0.5,0.4,1,52 Reclamaciones
AALIYAH,MELENDEZ,AALIYAH MELENDEZ,2025,2022,JustVDB,20.81,0.5,0.44,0.99,52 Reclamaciones
MADELYN,MORA,MADELYN MORA,2026,2022,JustVDB,27.55,0.73,0.8,0.77,76 Reclamaciones
SAVANNAH,VALENZUELA,SAVANNAH VALENZUELA,2027,2022,JustVDB,13.91,0.59,0.31,0.69,71 Reclamaciones
ANNA,ANDRADE,ANNA ANDRADE,2028,2022,Vatro,24.11,0.56,0.27,0.91,90 Reclamaciones
DELILAH,MEZA,DELILAH MEZA,2029,2022,InnovaTech,21.29,0.52,0.81,0.89,91 Reclamaciones
SERENITY,VILLANUEVA,SERENITY VILLANUEVA,2030,2022,CyberSafe,25.76,0.58,0.22,1,50 Reclamaciones
CAROLINE,GALVAN,CAROLINE GALVAN,2031,2022,CloudConnect,20.41,0.71,0.72,0.84,34 Reclamaciones
KENNEDY,TAPIA,KENNEDY TAPIA,2032,2022,JustVDB,8.45,0.74,0.75,0.99,7 Reclamaciones
VALENTINA,ZAVALA,VALENTINA ZAVALA,2033,2022,InnovaTech,22.18,0.73,0.42,1,74 Reclamaciones
RUBY,SOSA,RUBY SOSA,2034,2022,CyberSafe,22.45,0.58,0.33,0.67,78 Reclamaciones
SOPHIE,VELEZ,SOPHIE VELEZ,2035,2022,CloudConnect,12.38,0.64,0.53,0.83,81 Reclamaciones
ALICE,CISNEROS,ALICE CISNEROS,2036,2022,JustVDB,10.01,0.55,0.47,0.69,62 Reclamaciones
GABRIELLA,BENITEZ,GABRIELLA BENITEZ,2037,2022,Vatro,22.44,0.55,0.49,0.94,37 Reclamaciones
SADIE,ACEVEDO,SADIE ACEVEDO,2038,2022,AIBoost,22.35,0.79,0.39,0.83,71 Reclamaciones
ARIANA,BONILLA,ARIANA BONILLA,2039,2022,CloudConnect,27.60,0.66,0.65,0.81,70 Reclamaciones
ALLISON,ARROYO,ALLISON ARROYO,2040,2022,AIBoost,27.87,0.78,0.53,0.8,55 Reclamaciones
HAILEY,VILLA,HAILEY VILLA,2041,2022,Vatro,27.20,0.74,0.7,0.95,28 Reclamaciones
AUTUMN,RUBIO,AUTUMN RUBIO,2042,2022,SmartNet,15.38,0.62,0.55,0.77,39 Reclamaciones
NEVAEH,BAUTISTA,NEVAEH BAUTISTA,2043,2022,JustVDB,24.60,0.69,0.23,0.82,57 Reclamaciones
NATALIA,ARELLANO,NATALIA ARELLANO,2044,2022,JustVDB,28.61,0.57,0.58,0.93,64 Reclamaciones
JOSEPHINE,JOHNSON,JOSEPHINE JOHNSON,2045,2022,InnovaTech,21.83,0.73,0.31,0.85,78 Reclamaciones
SARAH,PONCE,SARAH PONCE,2046,2022,SmartNet,20.82,0.59,0.2,0.67,21 Reclamaciones
SAMANTHA,HUERTA,SAMANTHA HUERTA,2047,2022,SmartNet,26.77,0.67,0.58,0.65,95 Reclamaciones
PIPER,BELTRAN,PIPER BELTRAN,2048,2022,AIBoost,24.14,0.56,0.59,0.78,34 Reclamaciones
LEILANI,ROCHA,LEILANI ROCHA,2049,2022,AIBoost,13.61,0.69,0.36,1,48 Reclamaciones
EVA,VILLEGAS,EVA VILLEGAS,2050,2022,AIBoost,22.93,0.61,0.52,0.88,6 Reclamaciones
EVERLEIGH,CANTU,EVERLEIGH CANTU,2051,2022,Vatro,21.96,0.64,0.41,0.92,2 Reclamaciones
MADELINE,MONTES,MADELINE MONTES,2052,2022,CloudConnect,21.40,0.63,0.88,0.72,17 Reclamaciones
LYDIA,BARAJAS,LYDIA BARAJAS,2053,2022,Vatro,11.12,0.76,0.36,0.7,7 Reclamaciones
JADE,MATA,JADE MATA,2054,2022,JustVDB,23.37,0.69,0.56,1,51 Reclamaciones
BRIELLE,MURILLO,BRIELLE MURILLO,2055,2022,InnovaTech,25.24,0.64,0.55,0.67,56 Reclamaciones
ADELINE,ROSAS,ADELINE ROSAS,2056,2022,JustVDB,22.12,0.64,0.5,0.84,78 Reclamaciones
VIVIAN,CORTES,VIVIAN CORTES,2057,2022,InnovaTech,12.04,0.52,0.66,0.94,46 Reclamaciones
RYLEE,GUEVARA,RYLEE GUEVARA,2058,2022,Vatro,21.73,0.61,0.85,0.77,7 Reclamaciones
CLARA,SALGADO,CLARA SALGADO,2059,2022,JustVDB,13.04,0.53,0.67,0.82,41 Reclamaciones
RAELYNN,ROSARIO,RAELYNN ROSARIO,2060,2022,SmartNet,25.62,0.72,0.86,0.83,15 Reclamaciones
MELANIE,PALACIOS,MELANIE PALACIOS,2061,2022,Vatro,23.03,0.65,0.59,0.91,35 Reclamaciones
MELODY,DAVILA,MELODY DAVILA,2062,2022,CyberSafe,12.32,0.73,0.73,0.85,1 Reclamaciones
JULIA,WILLIAMS,JULIA WILLIAMS,2063,2022,CyberSafe,13.99,0.79,0.85,0.74,59 Reclamaciones
MARIA,ESPARZA,MARIA ESPARZA,2064,2022,JustVDB,12.42,0.7,0.83,0.73,0 Reclamaciones
HADLEY,CUEVAS,HADLEY CUEVAS,2065,2022,CloudConnect,14.15,0.53,0.62,0.73,59 Reclamaciones
ARYA,CORDOVA,ARYA CORDOVA,2066,2022,InnovaTech,19.79,0.66,0.3,0.73,95 Reclamaciones
ROSE,MARTIN,ROSE MARTIN,2067,2022,Vatro,20.56,0.5,0.67,0.75,39 Reclamaciones
REAGAN,TREJO,REAGAN TREJO,2068,2022,CyberSafe,14.56,0.73,0.6,0.7,92 Reclamaciones
ELIZA,QUINTERO,ELIZA QUINTERO,2069,2022,CloudConnect,10.60,0.56,0.86,0.85,21 Reclamaciones
ADALYNN,MARIN,ADALYNN MARIN,2070,2022,Vatro,22.82,0.69,0.9,0.9,41 Reclamaciones
KAYLEE,BRAVO,KAYLEE BRAVO,2071,2022,CloudConnect,12.16,0.65,0.64,0.68,6 Reclamaciones
LYLA,CORONA,LYLA CORONA,2072,2022,JustVDB,9.08,0.67,0.41,0.85,88 Reclamaciones
MACKENZIE,MEDRANO,MACKENZIE MEDRANO,2073,2022,SmartNet,16.16,0.65,0.43,0.88,45 Reclamaciones
ALAIA,NAVA,ALAIA NAVA,2074,2022,CloudConnect,27.45,0.71,0.73,0.89,47 Reclamaciones
ISABELLE,MAGANA,ISABELLE MAGANA,2075,2022,CloudConnect,9.92,0.62,0.25,0.75,77 Reclamaciones
ARIANNA,DEJESUS,ARIANNA DEJESUS,2076,2022,CyberSafe,12.43,0.7,0.85,0.88,33 Reclamaciones
MARY,BROWN,MARY BROWN,2077,2022,JustVDB,25.16,0.74,0.26,0.9,81 Reclamaciones
MARGARET,PORTILLO,MARGARET PORTILLO,2078,2022,CyberSafe,24.91,0.62,0.67,0.77,90 Reclamaciones
IRIS,VILLALOBOS,IRIS VILLALOBOS,2079,2022,CyberSafe,24.33,0.77,0.74,0.75,62 Reclamaciones
XIMENA,ENRIQUEZ,XIMENA ENRIQUEZ,2080,2022,JustVDB,23.77,0.73,0.78,0.99,73 Reclamaciones
AYLA,ESQUIVEL,AYLA ESQUIVEL,2081,2022,CyberSafe,19.65,0.54,0.31,0.92,55 Reclamaciones
KYLIE,AVALOS,KYLIE AVALOS,2082,2022,AIBoost,24.07,0.74,0.47,0.69,73 Reclamaciones
ELLIANA,BERNAL,ELLIANA BERNAL,2083,2022,Vatro,26.85,0.51,0.34,0.76,95 Reclamaciones
KATHERINE,LUGO,KATHERINE LUGO,2084,2022,SmartNet,25.05,0.6,0.75,0.68,51 Reclamaciones
FAITH,DUARTE,FAITH DUARTE,2085,2022,InnovaTech,14.11,0.68,0.47,0.78,87 Reclamaciones
ALEXANDRA,CANO,ALEXANDRA CANO,2086,2022,AIBoost,13.01,0.69,0.46,0.91,100 Reclamaciones
ELOISE,PARRA,ELOISE PARRA,2087,2022,InnovaTech,20.76,0.63,0.73,0.97,61 Reclamaciones
ADALYN,ESPINOSA,ADALYN ESPINOSA,2088,2022,CyberSafe,23.81,0.59,0.27,0.69,14 Reclamaciones
AMAYA,GALINDO,AMAYA GALINDO,2089,2022,InnovaTech,12.55,0.59,0.65,0.9,83 Reclamaciones
JASMINE,DELAROSA,JASMINE DELAROSA,2090,2022,InnovaTech,21.70,0.67,0.57,0.91,100 Reclamaciones
AMARA,QUINTANA,AMARA QUINTANA,2091,2022,JustVDB,8.52,0.66,0.82,0.83,99 Reclamaciones
DAISY,ALFARO,DAISY ALFARO,2092,2022,Vatro,28.57,0.53,0.23,0.94,1 Reclamaciones
VALERIE,JARAMILLO,VALERIE JARAMILLO,2093,2022,CyberSafe,20.82,0.71,0.6,0.93,37 Reclamaciones
BRIANNA,LUCERO,BRIANNA LUCERO,2094,2022,SmartNet,11.68,0.57,0.83,0.91,80 Reclamaciones
CECILIA,CORREA,CECILIA CORREA,2095,2022,AIBoost,13.17,0.51,0.32,0.72,67 Reclamaciones
ANDREA,JONES,ANDREA JONES,2096,2022,CyberSafe,20.81,0.72,0.35,0.76,12 Reclamaciones
NORAH,REYNA,NORAH REYNA,2097,2022,CyberSafe,24.55,0.55,0.51,0.83,71 Reclamaciones
ARIELLA,SIERRA,ARIELLA SIERRA,2098,2022,CloudConnect,9.66,0.72,0.31,0.68,32 Reclamaciones
ESTHER,NIEVES,ESTHER NIEVES,2099,2022,CyberSafe,21.43,0.61,0.88,0.76,16 Reclamaciones
ASHLEY,SALDANA,ASHLEY SALDANA,2100,2022,SmartNet,11.85,0.53,0.89,0.65,43 Reclamaciones
AUBREE,QUINONES,AUBREE QUINONES,2101,2022,CyberSafe,20.76,0.67,0.34,0.86,91 Reclamaciones
ISABEL,PERALTA,ISABEL PERALTA,2102,2022,AIBoost,25.51,0.68,0.87,0.78,29 Reclamaciones
ANASTASIA,BECERRA,ANASTASIA BECERRA,2103,2022,Vatro,10.95,0.7,0.53,0.7,26 Reclamaciones
RYLEIGH,AMAYA,RYLEIGH AMAYA,2104,2022,CyberSafe,23.99,0.62,0.45,0.93,77 Reclamaciones
KHLOE,SAENZ,KHLOE SAENZ,2105,2022,Vatro,23.71,0.65,0.61,0.8,20 Reclamaciones
LONDYN,TOVAR,LONDYN TOVAR,2106,2022,AIBoost,22.65,0.58,0.45,0.79,94 Reclamaciones
EMERSYN,VERA,EMERSYN VERA,2107,2022,CyberSafe,13.25,0.79,0.58,0.74,38 Reclamaciones
CALLIE,LEAL,CALLIE LEAL,2108,2022,CyberSafe,9.88,0.67,0.72,0.73,63 Reclamaciones
SIENNA,CARDONA,SIENNA CARDONA,2109,2022,JustVDB,19.78,0.5,0.76,0.77,46 Reclamaciones
BLAKELY,AGUILERA,BLAKELY AGUILERA,2110,2022,CyberSafe,12.10,0.72,0.39,0.75,25 Reclamaciones
KEHLANI,ZAPATA,KEHLANI ZAPATA,2111,2022,CyberSafe,25.17,0.71,0.71,0.73,95 Reclamaciones
GENEVIEVE,BAEZ,GENEVIEVE BAEZ,2112,2022,CyberSafe,13.18,0.77,0.26,0.81,55 Reclamaciones
ALINA,VENTURA,ALINA VENTURA,2113,2022,CyberSafe,10.50,0.6,0.34,0.8,27 Reclamaciones
BAILEY,BARRIOS,BAILEY BARRIOS,2114,2022,InnovaTech,22.83,0.75,0.52,0.78,66 Reclamaciones
JUNIPER,CASTELLANOS,JUNIPER CASTELLANOS,2115,2022,AIBoost,23.11,0.8,0.33,0.79,65 Reclamaciones
MAEVE,CARRASCO,MAEVE CARRASCO,2116,2022,CloudConnect,12.74,0.76,0.26,0.94,9 Reclamaciones
MOLLY,SAUCEDO,MOLLY SAUCEDO,2117,2022,CyberSafe,13.97,0.56,0.4,0.85,98 Reclamaciones
HARMONY,GALLARDO,HARMONY GALLARDO,2118,2022,Vatro,23.04,0.6,0.76,0.77,25 Reclamaciones
GEORGIA,HURTADO,GEORGIA HURTADO,2119,2022,AIBoost,21.67,0.65,0.52,0.84,69 Reclamaciones
MAGNOLIA,GUILLEN,MAGNOLIA GUILLEN,2120,2022,CyberSafe,23.89,0.61,0.68,0.92,93 Reclamaciones
CATALINA,ALONSO,CATALINA ALONSO,2121,2022,AIBoost,21.78,0.64,0.75,0.97,0 Reclamaciones
FREYA,OSORIO,FREYA OSORIO,2122,2022,Vatro,13.07,0.71,0.44,0.8,76 Reclamaciones
JULIETTE,MUNIZ,JULIETTE MUNIZ,2123,2022,CyberSafe,27.31,0.66,0.49,0.67,64 Reclamaciones
SLOANE,ZEPEDA,SLOANE ZEPEDA,2124,2022,CyberSafe,14.05,0.74,0.72,0.7,25 Reclamaciones
JUNE,ESCOBEDO,JUNE ESCOBEDO,2125,2022,Vatro,13.82,0.68,0.4,0.91,86 Reclamaciones
SARA,ARREDONDO,SARA ARREDONDO,2126,2022,JustVDB,28.54,0.72,0.76,0.79,96 Reclamaciones
KIMBERLY,SEGURA,KIMBERLY SEGURA,2127,2022,InnovaTech,8.66,0.62,0.33,0.83,11 Reclamaciones
EMBER,VALLE,EMBER VALLE,2128,2022,Vatro,22.46,0.66,0.82,0.74,93 Reclamaciones
JULIANA,MORAN,JULIANA MORAN,2129,2022,CloudConnect,28.39,0.66,0.48,0.83,73 Reclamaciones
ALIYAH,DAVIS,ALIYAH DAVIS,2130,2022,InnovaTech,12.72,0.68,0.55,0.98,74 Reclamaciones
MILLIE,VELASCO,MILLIE VELASCO,2131,2022,JustVDB,9.47,0.52,0.61,0.86,76 Reclamaciones
BRYNLEE,CARRANZA,BRYNLEE CARRANZA,2132,2022,CloudConnect,25.78,0.55,0.7,0.75,37 Reclamaciones
TEAGAN,FELIX,TEAGAN FELIX,2133,2022,InnovaTech,20.51,0.53,0.85,0.69,83 Reclamaciones
JORDYN,RENTERIA,JORDYN RENTERIA,2134,2022,CyberSafe,11.91,0.74,0.81,0.86,6 Reclamaciones
ALAINA,BLANCO,ALAINA BLANCO,2135,2022,SmartNet,11.07,0.75,0.86,0.87,98 Reclamaciones
OLIVE,OLVERA,OLIVE OLVERA,2136,2022,SmartNet,15.51,0.8,0.68,1,70 Reclamaciones
ALYSSA,CORDERO,ALYSSA CORDERO,2137,2022,CloudConnect,24.71,0.54,0.28,0.65,2 Reclamaciones
ARABELLA,QUIROZ,ARABELLA QUIROZ,2138,2022,Vatro,12.69,0.62,0.52,0.85,44 Reclamaciones
JOURNEE,LEMUS,JOURNEE LEMUS,2139,2022,SmartNet,23.27,0.63,0.25,0.72,55 Reclamaciones
HOPE,CABALLERO,HOPE CABALLERO,2140,2022,CloudConnect,9.70,0.53,0.72,0.86,63 Reclamaciones
