Nombre_Empleado,Apellido_Empleado,Nombre_Completo,Genero,Cargo,Nivel cargo,Edad ,Ubicacion,Modalidad, Salario , Estado Civil , Telefono , Contrato Indefinido 
EDWARD,PATEL,EDWARD PATEL,M,Especialista de Software,Senior,52,"Zurich, Suiza",Presencial,"$53,000",C,8930689,No
LEON,MYERS,LEON MYERS,M,Especialista de Software,Senior,39,"Basilea, Suiza",Teletrabajo,"$59,000",C,9594162,No
DAWSON,LONG,DAWSON LONG,M,Especialista de Software,Senior,52,"Ginebra, Suiza",Presencial,"$24,000",S,9101470,No
ERIC,ROSS,ERIC ROSS,M,Especialista de Software,Senior,51,"Madrid, España",Hibrido,"$33,000",S,8854106,Si
ACE,FOSTER,ACE FOSTER,M,Especialista de Software,Senior,38,"Madrid, España",Teletrabajo,"$39,000",S,9576085,Si
VICTOR,JIMENEZ,VICTOR JIMENEZ,M,Ingeniero de software II,Senior,35,"Madrid, España",Teletrabajo,"$52,000",O,9184750,No
ABRAHAM,SMITH,ABRAHAM SMITH,M,Ingeniero de software II,Senior,49,"Ginebra, Suiza",Teletrabajo,"$23,000",C,8784763,No
NICOLAS,JOHNSON,NICOLAS JOHNSON,M,Ingeniero de software II,Senior,38,"Madrid, España",Teletrabajo,"$40,000",C,9085666,No
JESSE,WILLIAMS,JESSE WILLIAMS,M,Ingeniero de software II,Senior,37,"Madrid, España",Teletrabajo,"$55,000",C,9621159,No
CHARLIE,BROWN,CHARLIE BROWN,M,Ingeniero de software II,Senior,45,"Ginebra, Suiza",Hibrido,"$31,000",O,9818000,Si
PATRICK,JONES,PATRICK JONES,M,Ingeniero de software II,Senior,40,"Ginebra, Suiza",Presencial,"$26,000",S,9695753,No
WALKER,GARCIA,WALKER GARCIA,M,Ingeniero de software II,Senior,35,"Madrid, España",Presencial,"$50,000",C,9615070,No
JOEL,MILLER,JOEL MILLER,M,Ingeniero de software II,Senior,52,"Madrid, España",Presencial,"$44,000",S,9662758,No
RICHARD,DAVIS,RICHARD DAVIS,M,Ingeniero de software II,Senior,51,"Madrid, España",Presencial,"$54,000",O,9118582,No
BECKETT,RODRIGUEZ,BECKETT RODRIGUEZ,M,Ingeniero de software II,Senior,39,"Basilea, Suiza",Teletrabajo,"$53,000",C,9118008,No
BLAKE,MARTINEZ,BLAKE MARTINEZ,M,Ingeniero de software II,Senior,38,"Touluse, Francia",Hibrido,"$52,000",C,9251862,Si
ALEJANDRO,HERNANDEZ,ALEJANDRO HERNANDEZ,M,Ingeniero de software II,Senior,48,"Madrid, España",Teletrabajo,"$34,000",S,9822336,Si
AVERY,LOPEZ,AVERY LOPEZ,M,Ingeniero de software II,Senior,52,"Basilea, Suiza",Presencial,"$51,000",S,9431958,Si
GRANT,GONZALES,GRANT GONZALES,M,Ingeniero de software II,Senior,49,"Basilea, Suiza",Presencial,"$45,000",O,9722525,Si
PETER,WILSON,PETER WILSON,M,Ingeniero de software II,Senior,43,"Lyon, Francia",Presencial,"$37,000",O,9582151,Si
OSCAR,ANDERSON,OSCAR ANDERSON,M,Ingeniero de software II,Senior,39,"Ginebra, Suiza",Hibrido,"$58,000",S,9614850,No
MATIAS,THOMAS,MATIAS THOMAS,M,Ingeniero de software II,Senior,41,"Lyon, Francia",Teletrabajo,"$47,000",S,9703741,Si
AMARI,TAYLOR,AMARI TAYLOR,M,Ingeniero de software II,Senior,38,"Touluse, Francia",Teletrabajo,"$44,000",S,9279679,No
LUKAS,MOORE,LUKAS MOORE,M,Ingeniero de software II,Senior,52,"Basilea, Suiza",Presencial,"$26,000",O,9075083,Si
ANDRES,JACKSON,ANDRES JACKSON,M,Ingeniero de software II,Senior,49,"Zurich, Suiza",Hibrido,"$21,000",C,9076639,Si
ARLO,MARTIN,ARLO MARTIN,M,Ingeniero de software II,Senior,44,"Lyon, Francia",Presencial,"$45,000",O,9064853,Si
COLT,LEE,COLT LEE,M,Ingeniero de software II,Senior,42,"Zurich, Suiza",Teletrabajo,"$43,000",O,8882298,Si
ADONIS,PEREZ,ADONIS PEREZ,M,Ingeniero de software II,Senior,52,"Zurich, Suiza",Presencial,"$56,000",O,9635704,Si
KYRIE,THOMPSON,KYRIE THOMPSON,M,Ingeniero de software II,Senior,39,"Lyon, Francia",Hibrido,"$28,000",C,8911223,No
STEVEN,WHITE,STEVEN WHITE,M,Ingeniero de software II,Senior,36,"Lyon, Francia",Teletrabajo,"$46,000",O,9708688,No
FELIX,HARRIS,FELIX HARRIS,M,Ingeniero de software II,Senior,47,"Lyon, Francia",Teletrabajo,"$37,000",C,9232863,Si
PRESTON,SANCHEZ,PRESTON SANCHEZ,M,Ingeniero de software II,Senior,35,"Madrid, España",Presencial,"$43,000",O,9807459,No
MARCUS,CLARK,MARCUS CLARK,M,Ingeniero de software II,Senior,38,"Ginebra, Suiza",Presencial,"$40,000",O,8786077,No
HOLDEN,RAMIREZ,HOLDEN RAMIREZ,M,Ingeniero de software II,Senior,36,"Zurich, Suiza",Presencial,"$48,000",O,9659574,No
EMILIO,LEWIS,EMILIO LEWIS,M,Ingeniero de software II,Senior,46,"Madrid, España",Presencial,"$24,000",O,9754757,Si
REMINGTON,ROBINSON,REMINGTON ROBINSON,M,Ingeniero de software II,Senior,49,"Zurich, Suiza",Presencial,"$57,000",O,8839473,No
JEREMY,WALKER,JEREMY WALKER,M,Ingeniero de software II,Senior,54,"Zurich, Suiza",Presencial,"$34,000",C,9421214,Si
KALEB,YOUNG,KALEB YOUNG,M,Ingeniero de software II,Senior,49,"Basilea, Suiza",Hibrido,"$23,000",S,9858382,No
BRANTLEY,ALLEN,BRANTLEY ALLEN,M,Ingeniero de software II,Senior,44,"Ginebra, Suiza",Teletrabajo,"$51,000",S,9852806,Si
BRYCE,KING,BRYCE KING,M,Ingeniero de software II,Senior,45,"Ginebra, Suiza",Hibrido,"$60,000",O,9743103,No
MARK,WRIGHT,MARK WRIGHT,M,Ingeniero de software II,Senior,49,"Basilea, Suiza",Teletrabajo,"$50,000",C,9470906,No
KNOX,SCOTT,KNOX SCOTT,M,Ingeniero de software II,Senior,40,"Zurich, Suiza",Presencial,"$60,000",S,9707700,No
ISRAEL,TORRES,ISRAEL TORRES,M,Ingeniero de software II,Senior,35,"Lyon, Francia",Teletrabajo,"$36,000",C,9040493,Si
PHOENIX,NGUYEN,PHOENIX NGUYEN,M,Ingeniero de software II,Senior,44,"Zurich, Suiza",Hibrido,"$23,000",C,8822044,Si
KOBE,HILL,KOBE HILL,M,Ingeniero de software II,Senior,49,"Madrid, España",Hibrido,"$52,000",S,9635518,No
NASH,FLORES,NASH FLORES,M,Ingeniero de software II,Senior,47,"Lyon, Francia",Presencial,"$50,000",S,9004808,No
GRIFFIN,GREEN,GRIFFIN GREEN,M,Ingeniero de software II,Senior,49,"Touluse, Francia",Presencial,"$25,000",O,8865160,Si
CADEN,ADAMS,CADEN ADAMS,M,Ingeniero de software II,Senior,52,"Touluse, Francia",Teletrabajo,"$34,000",C,9333171,Si
KENNETH,NELSON,KENNETH NELSON,M,Ingeniero de software II,Senior,52,"Ginebra, Suiza",Hibrido,"$35,000",S,9048786,No
KYLER,BAKER,KYLER BAKER,M,Ingeniero de software II,Senior,42,"Basilea, Suiza",Teletrabajo,"$23,000",O,9441843,Si
HAYES,HALL,HAYES HALL,M,Ingeniero de software II,Senior,35,"Ginebra, Suiza",Hibrido,"$41,000",O,9511375,No
JAX,RIVERA,JAX RIVERA,M,Ingeniero de software II,Senior,55,"Madrid, España",Hibrido,"$34,000",C,9497647,Si
RAFAEL,CAMPBELL,RAFAEL CAMPBELL,M,Ingeniero de software II,Senior,48,"Ginebra, Suiza",Hibrido,"$60,000",S,8938143,No
BECKHAM,MITCHELL,BECKHAM MITCHELL,M,Ingeniero de software II,Senior,52,"Madrid, España",Hibrido,"$21,000",O,9835985,No
JAVIER,CARTER,JAVIER CARTER,M,Ingeniero de software II,Senior,38,"Touluse, Francia",Hibrido,"$50,000",C,9173200,No
MAXIMUS,ROBERTS,MAXIMUS ROBERTS,M,Ingeniero de software II,Senior,45,"Lyon, Francia",Presencial,"$41,000",C,9068236,No
SIMON,GOMEZ,SIMON GOMEZ,M,Ingeniero de software II,Senior,38,"Madrid, España",Teletrabajo,"$21,000",O,8736474,No
PAUL,PHILLIPS,PAUL PHILLIPS,M,Ingeniero de software II,Senior,37,"Ginebra, Suiza",Presencial,"$27,000",O,8933093,Si
OMAR,EVANS,OMAR EVANS,M,Ingeniero de software II,Senior,40,"Ginebra, Suiza",Hibrido,"$54,000",S,9619039,Si
KADEN,TURNER,KADEN TURNER,M,Ingeniero de software II,Senior,35,"Lyon, Francia",Teletrabajo,"$37,000",S,9280738,Si
KASH,DIAZ,KASH DIAZ,M,Ingeniero de software II,Senior,53,"Lyon, Francia",Teletrabajo,"$23,000",S,9875639,No
LANE,PARKER,LANE PARKER,M,Ingeniero de software II,Senior,47,"Madrid, España",Teletrabajo,"$29,000",S,9856884,Si
BRYAN,CRUZ,BRYAN CRUZ,M,Ingeniero de software II,Senior,54,"Lyon, Francia",Teletrabajo,"$53,000",O,8999050,Si
RILEY,EDWARDS,RILEY EDWARDS,M,Ingeniero de software II,Senior,46,"Madrid, España",Teletrabajo,"$46,000",C,8888964,No
ZANE,COLLINS,ZANE COLLINS,M,Ingeniero de software II,Senior,50,"Lyon, Francia",Hibrido,"$50,000",C,9807205,Si
LOUIS,REYES,LOUIS REYES,M,Ingeniero de software II,Senior,44,"Touluse, Francia",Presencial,"$56,000",C,8959743,Si
AIDAN,STEWART,AIDAN STEWART,M,Ingeniero de software II,Senior,53,"Lyon, Francia",Presencial,"$34,000",O,8810738,Si
PAXTON,MORRIS,PAXTON MORRIS,M,Ingeniero de software II,Senior,38,"Zurich, Suiza",Presencial,"$45,000",C,9603263,No
MAXIMILIANO,MORALES,MAXIMILIANO MORALES,M,Ingeniero de software II,Senior,47,"Basilea, Suiza",Presencial,"$27,000",C,8952220,Si
KARSON,MURPHY,KARSON MURPHY,M,Ingeniero de software II,Senior,41,"Madrid, España",Teletrabajo,"$25,000",S,9114978,Si
CASH,COOK,CASH COOK,M,Ingeniero de software II,Senior,46,"Basilea, Suiza",Hibrido,"$42,000",S,9620156,Si
CAYDEN,ROGERS,CAYDEN ROGERS,M,Ingeniero de software II,Senior,41,"Ginebra, Suiza",Teletrabajo,"$39,000",O,9380935,No
EMERSON,GUTIERREZ,EMERSON GUTIERREZ,M,Ingeniero de software II,Senior,52,"Madrid, España",Presencial,"$54,000",S,9655731,No
TOBIAS,ORTIZ,TOBIAS ORTIZ,M,Ingeniero de software II,Senior,44,"Lyon, Francia",Presencial,"$22,000",O,9609041,No
RONAN,MORGAN,RONAN MORGAN,M,Ingeniero de software II,Senior,45,"Ginebra, Suiza",Presencial,"$36,000",C,9300615,Si
BRIAN,COOPER,BRIAN COOPER,M,Ingeniero de software II,Senior,42,"Madrid, España",Hibrido,"$55,000",C,9852971,No
DALLAS,PETERSON,DALLAS PETERSON,M,Ingeniero de software II,Senior,47,"Zurich, Suiza",Teletrabajo,"$38,000",C,9642899,Si
BRADLEY,BAILEY,BRADLEY BAILEY,M,Ingeniero de software II,Senior,35,"Madrid, España",Teletrabajo,"$58,000",C,9168927,No
JORGE,REED,JORGE REED,M,Ingeniero de software II,Senior,50,"Touluse, Francia",Presencial,"$28,000",C,9581161,No
WALTER,KELLY,WALTER KELLY,M,Ingeniero de software II,Senior,43,"Lyon, Francia",Hibrido,"$47,000",O,9848049,No
JOSUE,HOWARD,JOSUE HOWARD,M,Ingeniero de software II,Senior,47,"Basilea, Suiza",Presencial,"$45,000",S,9294371,Si
KHALIL,RAMOS,KHALIL RAMOS,M,Ingeniero de software II,Senior,44,"Ginebra, Suiza",Teletrabajo,"$56,000",S,9440973,No
DAMIEN,KIM,DAMIEN KIM,M,Ingeniero de software II,Senior,38,"Zurich, Suiza",Presencial,"$40,000",C,8964092,No
JETT,COX,JETT COX,M,Ingeniero de software II,Senior,36,"Ginebra, Suiza",Hibrido,"$59,000",O,8964521,No
KAIRO,WARD,KAIRO WARD,M,Ingeniero de software II,Senior,41,"Ginebra, Suiza",Teletrabajo,"$27,000",S,9061712,No
ZANDER,RICHARDSON,ZANDER RICHARDSON,M,Ingeniero de software II,Senior,42,"Touluse, Francia",Teletrabajo,"$28,000",O,9229374,Si
ANDRE,WATSON,ANDRE WATSON,M,Ingeniero de software II,Senior,40,"Zurich, Suiza",Presencial,"$50,000",S,9252594,Si
COHEN,BROOKS,COHEN BROOKS,M,Ingeniero de software II,Senior,38,"Touluse, Francia",Presencial,"$45,000",O,9031882,Si
CREW,CHAVEZ,CREW CHAVEZ,M,Ingeniero de software II,Senior,37,"Touluse, Francia",Presencial,"$24,000",S,9861699,No
HENDRIX,WOOD,HENDRIX WOOD,M,Ingeniero de software II,Senior,36,"Touluse, Francia",Presencial,"$54,000",C,9785825,No
COLIN,JAMES,COLIN JAMES,M,Ingeniero de software II,Senior,42,"Madrid, España",Presencial,"$37,000",S,9695447,No
CHANCE,BENNET,CHANCE BENNET,M,Ingeniero de software II,Senior,39,"Lyon, Francia",Presencial,"$58,000",S,8740843,Si
MALAKAI,GRAY,MALAKAI GRAY,M,Ingeniero de software II,Senior,42,"Zurich, Suiza",Hibrido,"$48,000",O,9877114,Si
CLAYTON,MENDOZA,CLAYTON MENDOZA,M,Ingeniero de software II,Senior,48,"Basilea, Suiza",Teletrabajo,"$35,000",C,9789265,No
DAXTON,RUIZ,DAXTON RUIZ,M,Ingeniero de software II,Senior,55,"Basilea, Suiza",Hibrido,"$48,000",C,8720303,Si
MALCOLM,HUGHES,MALCOLM HUGHES,M,Ingeniero de software II,Senior,40,"Basilea, Suiza",Teletrabajo,"$21,000",S,9753612,Si
LENNOX,PRICE,LENNOX PRICE,M,Ingeniero de software II,Senior,48,"Basilea, Suiza",Presencial,"$44,000",S,8746367,Si
MARTIN,ALVAREZ,MARTIN ALVAREZ,M,Ingeniero de software II,Senior,35,"Ginebra, Suiza",Teletrabajo,"$24,000",O,8943472,No
JADEN,CASTILLO,JADEN CASTILLO,M,Ingeniero de software II,Senior,53,"Touluse, Francia",Hibrido,"$34,000",S,9000284,Si
KAYSON,SANDERS,KAYSON SANDERS,M,Ingeniero de software II,Senior,35,"Touluse, Francia",Hibrido,"$52,000",C,9418900,Si
BODHI,PATEL,BODHI PATEL,M,Ingeniero de software II,Senior,44,"Ginebra, Suiza",Presencial,"$45,000",S,9408596,No
FRANCISCO,MYERS,FRANCISCO MYERS,M,Ingeniero de software II,Senior,45,"Madrid, España",Presencial,"$41,000",O,9077237,Si
CODY,LONG,CODY LONG,M,Ingeniero de software II,Senior,44,"Touluse, Francia",Teletrabajo,"$34,000",S,9434092,Si
ERICK,ROSS,ERICK ROSS,M,Ingeniero de software II,Senior,45,"Madrid, España",Hibrido,"$54,000",S,8677815,Si
KAMERON,FOSTER,KAMERON FOSTER,M,Desarrollador de software II,Senior,46,"Madrid, España",Teletrabajo,"$58,000",C,9531914,Si
ATTICUS,JIMENEZ,ATTICUS JIMENEZ,M,Desarrollador de software II,Senior,51,"Madrid, España",Hibrido,"$29,000",O,8960615,No
DANTE,SMITH,DANTE SMITH,M,Desarrollador de software II,Senior,39,"Lyon, Francia",Hibrido,"$51,000",S,9648137,Si
JENSEN,JOHNSON,JENSEN JOHNSON,M,Desarrollador de software II,Senior,46,"Basilea, Suiza",Hibrido,"$22,000",S,8937927,Si
CRUZ,WILLIAMS,CRUZ WILLIAMS,M,Desarrollador de software II,Senior,45,"Ginebra, Suiza",Hibrido,"$41,000",C,9354139,No
FINLEY,BROWN,FINLEY BROWN,M,Desarrollador de software II,Senior,35,"Basilea, Suiza",Hibrido,"$60,000",C,9367103,No
BRADY,JONES,BRADY JONES,M,Desarrollador de software II,Senior,46,"Touluse, Francia",Presencial,"$47,000",S,9250242,Si
JOAQUIN,GARCIA,JOAQUIN GARCIA,M,Desarrollador de software II,Senior,40,"Basilea, Suiza",Teletrabajo,"$33,000",S,9599562,No
ANDERSON,MILLER,ANDERSON MILLER,M,Desarrollador de software II,Senior,35,"Lyon, Francia",Presencial,"$44,000",O,8952715,Si
GUNNER,DAVIS,GUNNER DAVIS,M,Desarrollador de software II,Senior,45,"Madrid, España",Hibrido,"$22,000",S,9609320,Si
MUHAMMAD,RODRIGUEZ,MUHAMMAD RODRIGUEZ,M,Desarrollador de software II,Senior,49,"Ginebra, Suiza",Teletrabajo,"$38,000",C,9770535,Si
ZAYN,MARTINEZ,ZAYN MARTINEZ,M,Desarrollador de software II,Senior,49,"Lyon, Francia",Teletrabajo,"$35,000",S,9649366,Si
DEREK,HERNANDEZ,DEREK HERNANDEZ,M,Desarrollador de software II,Senior,42,"Zurich, Suiza",Teletrabajo,"$37,000",S,9726460,Si
RAYMOND,LOPEZ,RAYMOND LOPEZ,M,Desarrollador de software II,Senior,39,"Basilea, Suiza",Teletrabajo,"$42,000",C,9439476,Si
KYLE,GONZALES,KYLE GONZALES,M,Desarrollador de software II,Senior,45,"Zurich, Suiza",Teletrabajo,"$57,000",S,8894557,No
ANGELO,WILSON,ANGELO WILSON,M,Desarrollador de software II,Senior,43,"Madrid, España",Hibrido,"$51,000",S,9600074,No
REID,ANDERSON,REID ANDERSON,M,Desarrollador de software II,Senior,49,"Ginebra, Suiza",Presencial,"$58,000",S,8865979,No
SPENCER,THOMAS,SPENCER THOMAS,M,Desarrollador de software II,Senior,49,"Lyon, Francia",Presencial,"$38,000",S,9417696,No
NICO,TAYLOR,NICO TAYLOR,M,Desarrollador de software II,Senior,45,"Madrid, España",Presencial,"$28,000",O,9399912,No
JAYLEN,MOORE,JAYLEN MOORE,M,Desarrollador de software II,Senior,37,"Ginebra, Suiza",Presencial,"$22,000",S,8891363,No
JAKE,JACKSON,JAKE JACKSON,M,Desarrollador de software II,Senior,54,"Zurich, Suiza",Teletrabajo,"$48,000",O,8788633,Si
PRINCE,MARTIN,PRINCE MARTIN,M,Desarrollador de software II,Senior,43,"Touluse, Francia",Hibrido,"$29,000",C,9337921,Si
MANUEL,LEE,MANUEL LEE,M,Desarrollador de software II,Senior,35,"Basilea, Suiza",Teletrabajo,"$60,000",S,9102817,Si
ALI,PEREZ,ALI PEREZ,M,Desarrollador de software II,Senior,36,"Zurich, Suiza",Presencial,"$44,000",S,8751594,Si
GIDEON,THOMPSON,GIDEON THOMPSON,M,Desarrollador de software II,Senior,55,"Lyon, Francia",Presencial,"$35,000",O,9440055,Si
STEPHEN,WHITE,STEPHEN WHITE,M,Desarrollador de software II,Senior,35,"Basilea, Suiza",Presencial,"$45,000",S,9683806,Si
ELLIS,HARRIS,ELLIS HARRIS,M,Desarrollador de software II,Senior,52,"Madrid, España",Hibrido,"$22,000",C,9410111,No
ORION,SANCHEZ,ORION SANCHEZ,M,Desarrollador de software II,Senior,53,"Madrid, España",Teletrabajo,"$23,000",S,8883372,No
RYLAN,CLARK,RYLAN CLARK,M,Desarrollador de software II,Senior,46,"Touluse, Francia",Teletrabajo,"$44,000",S,9348421,No
EDUARDO,RAMIREZ,EDUARDO RAMIREZ,M,Desarrollador de software II,Senior,54,"Touluse, Francia",Presencial,"$50,000",S,9094086,No
MARIO,LEWIS,MARIO LEWIS,M,Desarrollador de software II,Senior,51,"Touluse, Francia",Hibrido,"$35,000",S,9455174,Si
RORY,ROBINSON,RORY ROBINSON,M,Desarrollador de software II,Senior,49,"Zurich, Suiza",Presencial,"$25,000",C,9835061,No
CRISTIAN,WALKER,CRISTIAN WALKER,M,Desarrollador de software II,Senior,47,"Madrid, España",Teletrabajo,"$56,000",C,9233721,No
ODIN,YOUNG,ODIN YOUNG,M,Desarrollador de software II,Senior,42,"Madrid, España",Presencial,"$42,000",C,9727147,No
TANNER,ALLEN,TANNER ALLEN,M,Desarrollador de software II,Senior,37,"Basilea, Suiza",Hibrido,"$26,000",C,9422773,No
JULIUS,KING,JULIUS KING,M,Desarrollador de software II,Senior,51,"Madrid, España",Teletrabajo,"$31,000",S,9456636,Si
CALLUM,WRIGHT,CALLUM WRIGHT,M,Desarrollador de software II,Senior,50,"Touluse, Francia",Teletrabajo,"$49,000",S,9049567,No
SEAN,SCOTT,SEAN SCOTT,M,Desarrollador de software II,Senior,51,"Touluse, Francia",Presencial,"$26,000",O,9770091,No
KANE,TORRES,KANE TORRES,M,Desarrollador de software II,Senior,52,"Madrid, España",Presencial,"$56,000",S,9107898,Si
RICARDO,NGUYEN,RICARDO NGUYEN,M,Desarrollador de software II,Senior,36,"Zurich, Suiza",Presencial,"$44,000",O,9711614,Si
TRAVIS,HILL,TRAVIS HILL,M,Desarrollador de software II,Senior,55,"Madrid, España",Presencial,"$22,000",O,9789715,No
WADE,FLORES,WADE FLORES,M,Desarrollador de software II,Senior,41,"Lyon, Francia",Presencial,"$35,000",C,9252875,No
WARREN,GREEN,WARREN GREEN,M,Desarrollador de software II,Senior,35,"Zurich, Suiza",Presencial,"$59,000",C,9470805,No
FERNANDO,ADAMS,FERNANDO ADAMS,M,Desarrollador de software II,Senior,54,"Touluse, Francia",Hibrido,"$28,000",O,8735677,No
TITUS,NELSON,TITUS NELSON,M,Desarrollador de software II,Senior,43,"Basilea, Suiza",Teletrabajo,"$41,000",C,9553767,No
LEONEL,BAKER,LEONEL BAKER,M,Desarrollador de software II,Senior,42,"Madrid, España",Hibrido,"$48,000",O,9282229,No
EDWIN,HALL,EDWIN HALL,M,Desarrollador de software II,Senior,55,"Lyon, Francia",Teletrabajo,"$25,000",O,9862824,Si
CAIRO,RIVERA,CAIRO RIVERA,M,Desarrollador de software II,Senior,48,"Basilea, Suiza",Presencial,"$45,000",O,9658500,Si
CORBIN,CAMPBELL,CORBIN CAMPBELL,M,Desarrollador de software II,Senior,39,"Madrid, España",Teletrabajo,"$35,000",C,9292409,No
DAKOTA,MITCHELL,DAKOTA MITCHELL,M,Desarrollador de software II,Senior,46,"Ginebra, Suiza",Hibrido,"$35,000",O,9641935,Si
ISMAEL,CARTER,ISMAEL CARTER,M,Desarrollador de software II,Senior,54,"Touluse, Francia",Hibrido,"$35,000",C,9850894,Si
COLSON,ROBERTS,COLSON ROBERTS,M,Desarrollador de software II,Senior,39,"Touluse, Francia",Presencial,"$50,000",C,8842313,Si
KILLIAN,GOMEZ,KILLIAN GOMEZ,M,Desarrollador de software II,Senior,53,"Touluse, Francia",Presencial,"$24,000",C,9428768,Si
MAJOR,PHILLIPS,MAJOR PHILLIPS,M,Desarrollador de software II,Senior,45,"Touluse, Francia",Teletrabajo,"$55,000",O,9452143,No
TATE,EVANS,TATE EVANS,M,Desarrollador de software II,Senior,44,"Touluse, Francia",Hibrido,"$29,000",O,9865423,Si
GIANNI,TURNER,GIANNI TURNER,M,Desarrollador de software II,Senior,35,"Ginebra, Suiza",Teletrabajo,"$48,000",S,8717435,Si
ELIAN,DIAZ,ELIAN DIAZ,M,Desarrollador de software II,Senior,38,"Zurich, Suiza",Hibrido,"$56,000",S,8958078,No
REMY,PARKER,REMY PARKER,M,Desarrollador de software II,Senior,48,"Madrid, España",Hibrido,"$27,000",S,8922782,No
LAWSON,CRUZ,LAWSON CRUZ,M,Desarrollador de software II,Senior,40,"Touluse, Francia",Hibrido,"$29,000",O,9415372,No
NIKO,EDWARDS,NIKO EDWARDS,M,Desarrollador de software II,Senior,43,"Touluse, Francia",Hibrido,"$33,000",C,9755926,No
NASIR,COLLINS,NASIR COLLINS,M,Desarrollador de software II,Senior,55,"Touluse, Francia",Hibrido,"$53,000",O,9543767,Si
KADE,REYES,KADE REYES,M,Desarrollador de software II,Senior,45,"Ginebra, Suiza",Presencial,"$28,000",C,9346550,No
ARMANI,STEWART,ARMANI STEWART,M,Desarrollador de software II,Senior,51,"Lyon, Francia",Teletrabajo,"$54,000",C,9218514,No
EZEQUIEL,MORRIS,EZEQUIEL MORRIS,M,Desarrollador de software II,Senior,48,"Zurich, Suiza",Presencial,"$55,000",O,8698561,No
MARSHALL,MORALES,MARSHALL MORALES,M,Desarrollador de software II,Senior,45,"Madrid, España",Hibrido,"$35,000",C,8882462,No
HECTOR,MURPHY,HECTOR MURPHY,M,Desarrollador de software II,Senior,51,"Madrid, España",Teletrabajo,"$24,000",C,9656648,Si
DESMOND,COOK,DESMOND COOK,M,Desarrollador de software II,Senior,45,"Lyon, Francia",Teletrabajo,"$28,000",O,8879425,Si
KASON,ROGERS,KASON ROGERS,M,Desarrollador de software II,Senior,55,"Touluse, Francia",Teletrabajo,"$37,000",O,8833327,No
GARRETT,GUTIERREZ,GARRETT GUTIERREZ,M,Desarrollador de software II,Senior,37,"Touluse, Francia",Teletrabajo,"$57,000",S,9674966,No
JARED,ORTIZ,JARED ORTIZ,M,Desarrollador de software II,Senior,48,"Madrid, España",Teletrabajo,"$58,000",S,9684447,No
CYRUS,MORGAN,CYRUS MORGAN,M,Desarrollador de software II,Senior,42,"Zurich, Suiza",Hibrido,"$57,000",C,8928924,Si
RUSSELL,COOPER,RUSSELL COOPER,M,Desarrollador de software II,Senior,45,"Ginebra, Suiza",Presencial,"$50,000",C,9566147,No
CESAR,PETERSON,CESAR PETERSON,M,Desarrollador de software II,Senior,53,"Lyon, Francia",Presencial,"$34,000",C,9063710,No
TYSON,BAILEY,TYSON BAILEY,M,Desarrollador de software II,Senior,44,"Touluse, Francia",Presencial,"$56,000",S,9531931,No
MALIK,REED,MALIK REED,M,Desarrollador de software II,Senior,40,"Lyon, Francia",Presencial,"$31,000",S,9440721,No
DONOVAN,KELLY,DONOVAN KELLY,M,Desarrollador de software II,Senior,55,"Ginebra, Suiza",Teletrabajo,"$23,000",S,9716534,No
JAXTON,HOWARD,JAXTON HOWARD,M,Desarrollador de software II,Senior,43,"Zurich, Suiza",Hibrido,"$40,000",C,8678159,No
CADE,RAMOS,CADE RAMOS,M,Desarrollador de software II,Senior,47,"Ginebra, Suiza",Teletrabajo,"$36,000",O,9817888,Si
ROMEO,KIM,ROMEO KIM,M,Desarrollador de software II,Senior,41,"Lyon, Francia",Presencial,"$29,000",C,9085088,Si
NEHEMIAH,COX,NEHEMIAH COX,M,Desarrollador de software II,Senior,53,"Basilea, Suiza",Presencial,"$24,000",C,8791766,No
SERGIO,WARD,SERGIO WARD,M,Desarrollador de software II,Senior,35,"Madrid, España",Presencial,"$39,000",S,9564831,No
IKER,RICHARDSON,IKER RICHARDSON,M,Desarrollador de software II,Senior,46,"Zurich, Suiza",Hibrido,"$56,000",S,9264331,Si
CAIDEN,WATSON,CAIDEN WATSON,M,Desarrollador de software II,Senior,48,"Lyon, Francia",Teletrabajo,"$53,000",C,9256539,No
JAY,BROOKS,JAY BROOKS,M,Desarrollador de software II,Senior,39,"Lyon, Francia",Teletrabajo,"$58,000",O,9280034,No
PABLO,CHAVEZ,PABLO CHAVEZ,M,Desarrollador de software II,Senior,55,"Basilea, Suiza",Presencial,"$52,000",S,9142137,Si
DEVIN,WOOD,DEVIN WOOD,M,Desarrollador de software II,Senior,47,"Ginebra, Suiza",Hibrido,"$53,000",O,9619961,No
JEFFREY,JAMES,JEFFREY JAMES,M,Desarrollador de software II,Senior,49,"Ginebra, Suiza",Presencial,"$31,000",S,8797536,No
OTTO,BENNET,OTTO BENNET,M,Desarrollador de software II,Senior,46,"Basilea, Suiza",Teletrabajo,"$46,000",S,9642890,Si
